-15	-15	21.213203435596427	0.03308397571600785	0
-15	-14	20.518284528683193	0.04850349278495029	29
-15	-13	19.849433241279208	0.04238935610004655	56
-15	-12	19.209372712298546	0.018329737659391814	81
-15	-11	18.601075237738275	-0.01322136418435556	104
-15	-10	18.027756377319946	-0.04062470765130892	125
-15	-9	17.4928556845359	-0.055861024614847835	144
-15	-8	17.0	-0.05655279363997393	161
-15	-7	16.55294535724685	-0.045185869222620634	176
-15	-6	16.15549442140351	-0.026786004424429556	189
-15	-5	15.811388300841896	-0.006529518120061781	200
-15	-4	15.524174696260024	0.011772325783296154	209
-15	-3	15.297058540778355	0.026112138343229032	216
-15	-2	15.132745950421556	0.0359496651049916	221
-15	-1	15.033296378372908	0.041550249839918896	224
-15	0	15.0	0.04335252267714112	225
-15	1	15.033296378372908	0.041550249839918896	224
-15	2	15.132745950421556	0.0359496651049916	221
-15	3	15.297058540778355	0.026112138343229032	216
-15	4	15.524174696260024	0.011772325783296154	209
-15	5	15.811388300841896	-0.006529518120061781	200
-15	6	16.15549442140351	-0.026786004424429556	189
-15	7	16.55294535724685	-0.045185869222620634	176
-15	8	17.0	-0.05655279363997393	161
-15	9	17.4928556845359	-0.055861024614847835	144
-15	10	18.027756377319946	-0.04062470765130892	125
-15	11	18.601075237738275	-0.01322136418435556	104
-15	12	19.209372712298546	0.018329737659391814	81
-15	13	19.849433241279208	0.04238935610004655	56
-15	14	20.518284528683193	0.04850349278495029	29
-15	15	21.213203435596427	0.03308397571600785	0
-14	-15	20.518284528683193	0.04850349278495029	-29
-14	-14	19.79898987322333	0.041067050337764	0
-14	-13	19.1049731745428	0.013224260760458363	27
-14	-12	18.439088914585774	-0.021640851570857194	52
-14	-11	17.804493814764857	-0.048580752521979235	75
-14	-10	17.204650534085253	-0.05796427995913011	96
-14	-9	16.64331697709324	-0.048356290268998826	115
-14	-8	16.1245154965971	-0.025092841638811085	132
-14	-7	15.652475842498529	0.0035431427871769647	147
-14	-6	15.231546211727817	0.030108444604850522	160
-14	-5	14.866068747318506	0.050175087822280404	171
-14	-4	14.560219778561036	0.06262541876717288	180
-14	-3	14.317821063276353	0.06870643031247824	187
-14	-2	14.142135623730951	0.07070980527467927	192
-14	-1	14.035668847618199	0.07088037626156825	195
-14	0	14.0	0.07075766826391931	196
-14	1	14.035668847618199	0.07088037626156825	195
-14	2	14.142135623730951	0.07070980527467927	192
-14	3	14.317821063276353	0.06870643031247824	187
-14	4	14.560219778561036	0.06262541876717288	180
-14	5	14.866068747318506	0.050175087822280404	171
-14	6	15.231546211727817	0.030108444604850522	160
-14	7	15.652475842498529	0.0035431427871769647	147
-14	8	16.1245154965971	-0.025092841638811085	132
-14	9	16.64331697709324	-0.048356290268998826	115
-14	10	17.204650534085253	-0.05796427995913011	96
