0	0.0	1
0	0.0	2
0	0.0	3
0	0.0	4
1	0.166666666666667	1
1	0.0909090909090909	2
1	0.0625	3
1	0.0476190476190476	4
2	0.285714285714286	1
2	0.166666666666667	2
2	0.117647058823529	3
2	0.0909090909090909	4
3	0.375	1
3	0.230769230769231	2
3	0.166666666666667	3
3	0.130434782608696	4
4	0.444444444444444	1
4	0.285714285714286	2
4	0.210526315789474	3
4	0.166666666666667	4
5	0.5	1
5	0.333333333333333	2
5	0.25	3
5	0.2	4
6	0.545454545454546	1
6	0.375	2
6	0.285714285714286	3
6	0.230769230769231	4
7	0.583333333333333	1
7	0.411764705882353	2
7	0.318181818181818	3
7	0.259259259259259	4
8	0.615384615384615	1
8	0.444444444444444	2
8	0.347826086956522	3
8	0.285714285714286	4
9	0.642857142857143	1
9	0.473684210526316	2
9	0.375	3
9	0.310344827586207	4
10	0.666666666666667	1
10	0.5	2
10	0.4	3
10	0.333333333333333	4
11	0.6875	1
11	0.523809523809524	2
11	0.423076923076923	3
11	0.354838709677419	4
12	0.705882352941177	1
12	0.545454545454546	2
12	0.444444444444444	3
12	0.375	4
13	0.722222222222222	1
13	0.565217391304348	2
13	0.464285714285714	3
13	0.393939393939394	4
14	0.736842105263158	1
14	0.583333333333333	2
14	0.482758620689655	3
14	0.411764705882353	4
15	0.75	1
15	0.6	2
15	0.5	3
15	0.428571428571429	4
16	0.761904761904762	1
16	0.615384615384615	2
16	0.516129032258065	3
16	0.444444444444444	4
17	0.772727272727273	1
17	0.62962962962963	2
17	0.53125	3
17	0.459459459459459	4
18	0.782608695652174	1
18	0.642857142857143	2
18	0.545454545454546	3
18	0.473684210526316	4
19	0.791666666666667	1
19	0.655172413793104	2
19	0.558823529411765	3
19	0.487179487179487	4
20	0.8	1
20	0.666666666666667	2
20	0.571428571428571	3
20	0.5	4
21	0.807692307692308	1
21	0.67741935483871	2
21	0.583333333333333	3
21	0.51219512195122	4
22	0.814814814814815	1
22	0.6875	2
22	0.594594594594595	3
22	0.523809523809524	4
23	0.821428571428571	1
23	0.696969696969697	2
23	0.605263157894737	3
23	0.534883720930233	4
24	0.827586206896552	1
24	0.705882352941177	2
24	0.615384615384615	3
24	0.545454545454546	4
25	0.833333333333333	1
25	0.714285714285714	2
25	0.625	3
25	0.555555555555556	4
26	0.838709677419355	1
26	0.722222222222222	2
26	0.634146341463415	3
26	0.565217391304348	4
27	0.84375	1
27	0.72972972972973	2
27	0.642857142857143	3
27	0.574468085106383	4
28	0.848484848484849	1
28	0.736842105263158	2
28	0.651162790697674	3
28	0.583333333333333	4
29	0.852941176470588	1
29	0.743589743589744	2
29	0.659090909090909	3
29	0.591836734693878	4
30	0.857142857142857	1
30	0.75	2
30	0.666666666666667	3
30	0.6	4
31	0.861111111111111	1
31	0.75609756097561	2
31	0.673913043478261	3
31	0.607843137254902	4
32	0.864864864864865	1
32	0.761904761904762	2
32	0.680851063829787	3
32	0.615384615384615	4
33	0.868421052631579	1
33	0.767441860465116	2
33	0.6875	3
33	0.622641509433962	4
34	0.871794871794872	1
34	0.772727272727273	2
34	0.693877551020408	3
34	0.62962962962963	4
35	0.875	1
35	0.777777777777778	2
35	0.7	3
35	0.636363636363636	4
36	0.878048780487805	1
36	0.782608695652174	2
36	0.705882352941177	3
36	0.642857142857143	4
37	0.880952380952381	1
37	0.787234042553192	2
37	0.711538461538462	3
37	0.649122807017544	4
38	0.883720930232558	1
38	0.791666666666667	2
38	0.716981132075472	3
38	0.655172413793104	4
39	0.886363636363636	1
39	0.795918367346939	2
39	0.722222222222222	3
39	0.661016949152542	4
40	0.888888888888889	1
40	0.8	2
40	0.727272727272727	3
40	0.666666666666667	4
